location_id,locationUUID,LocationPublicname,LocationInternalname,LocationType,LocationCountryCode,LocationCountrySubdivision,LocationCoordinatesLatitude,LocationCoordinatesLongitude,StoreNumber,LocationLifecycleStatus,LocationStoreFormat,LocationStoreDetailedFormat,LocationTimeZone,LocationAddressUUID,LocationParentStoreUUID
3029,dd117d99-ba88-4254-a785-be61e2f3b602,Ballygomartin Superstore - Elderly And Vulnerable Priority Time,Ballygomartin Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,NIR,54.60774,-5.9681,0,Closed,null,null,Europe/London,eb49caf9-793e-41fc-a547-d332d3d4c8ea,ed51382b-30d8-4a97-8896-e135cab2c173
3033,227f4460-f068-4efc-9d2d-937aadee764a,"Ex Sucany, Robotec","Ex Sucany, Robotec",Store,SK,null,49.0983887,18.9909306,0,Trading,Expres,null,Europe/Bratislava,3d184a4d-251a-4cc7-86b2-6b8ca23f6b8b,null
3037,ee1182f0-8742-4371-a7f2-73bacdb75b8a,Thirsk Superstore - Elderly And Vulnerable Priority Time,Thirsk Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,54.23064,-1.34744,0,Closed,null,null,Europe/London,6cbc0ccf-7b3d-4af1-b12d-1c6547e67140,de313728-b80f-4d52-857c-6da2d3f045ca
3041,888c6d20-89a3-4f63-9bc6-c358e4a11891,Stourbridge Extra - Scan as you Shop,Stourbridge Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,52.45714,-2.1478,0,Trading,null,null,Europe/London,5503a608-5851-4c40-96d5-bdab2a3f1a5a,b7b35a3c-788a-4590-88f0-68a9836a6867
3045,65d9a544-adc0-4d95-ae1e-b79740b23243,Chalfont St Peter Esso Express,Chalfont St Peter Esso Express,Store,GB,ENG,51.61373,-0.55618,2267,Trading,Express,Esso Express,Europe/London,42c55e7c-4c5b-4ae1-816e-b9347ba6caaa,null
3049,d5bc0cd3-78f9-4729-a445-e3deec0493ce,NORTHERN MOOR EXP,NORTHERN MOOR EXP,Store,GB,ENG,null,null,4823,Trading,null,null,Europe/London,null,null
3053,124c14b4-3a05-4e54-9043-13c20120e285,Wootton Bassett Express,Wootton Bassett Express,Store,GB,ENG,51.542,-1.88753,3462,Trading,Express,Express Standalone,Europe/London,0107730f-4b63-448d-9eef-466cac12708f,null
3057,a666c9ef-848c-467e-9012-1e999780fe07,Nenagh Superstore,Nenagh Superstore,Store,IE,IE,52.870776,-8.197349,3492,Trading,Superstore,Superstore,Europe/Dublin,aac5675f-a4ce-404a-b2ef-5237dced4ea9,null
3061,fe93ca33-8fab-4f77-8335-a35567ef2c0e,Ayr Extra - Tech Support,Ayr Extra - Tech Support,Tech-Support,GB,SCT,55.46776,-4.60812,0,Trading,null,null,Europe/London,25f227d2-827c-4988-b612-45610f294834,776078ca-c2a2-4dd6-9f4e-c35f54b1afb7
3065,ae7246de-7ecc-4aa6-b57c-e5844f5ebc97,Basingstoke Superstore,Basingstoke Superstore,Store,GB,ENG,51.28365,-1.05877,2080,Trading,Superstore,Superstore,Europe/London,fe5b4e0d-eb94-4bf8-9f01-d82fcad94946,null
3069,110715d8-a1f9-43e6-97c9-6351c0f3439a,Maidstone Train Station,Maidstone Train Station,Click-And-Collect,GB,ENG,51.27779,0.521346,0,Closed,null,null,Europe/London,355fe825-4712-4224-8635-87601de97748,8d72afa9-3f2e-4b23-9c6a-9f0d842833ab
3073,2932acca-1375-4252-b701-339a01842e21,Walsall Brownhills Superstore - Clothing Range,Walsall Brownhills Superstore - Clothing Range,Clothing-Range,GB,ENG,52.64588,-1.93295,0,Trading,null,null,Europe/London,c7d9a8a9-3732-4d57-a8c0-1ac56afb3732,819f0f1b-a2a4-4559-814f-43dade2c50ec
3077,7561d0bb-682d-4900-ad64-94be80fd73cf,SM Poltar,SM Poltar,Store,SK,null,48.4280281,19.7869301,0,Trading,Supermarket,null,Europe/Bratislava,7e85ef49-0731-4964-8e23-a318c15b4719,null
3081,bb0db1a3-53b3-4469-8ae6-03ccdf142d35,High Peak Whaley Bridge Superstore - Petrol Filling Station,High Peak Whaley Bridge Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,53.33581,-1.982,4068,Trading,null,Petrol Station,Europe/London,a9c896b1-eca4-460b-8576-620b6a516169,f68b5028-e04f-43c4-bd65-9f86a896b288
3085,4091e571-9f67-49ba-8c61-8e8f6c7ccdb8,Shepton Mallet Superstore - Elderly And Vulnerable Priority Time,Shepton Mallet Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.18725,-2.54964,0,Closed,null,null,Europe/London,f36c2eb0-6dfe-4432-912e-776c9e8dcc05,a8496a09-e9ae-458b-b40d-ecc8d563db63
3089,f3e39bbc-ae9e-43fb-a6d4-b65a2e509621,PFS - Plzen Borska Pole,PFS - Plzen Borska Pole,Petrol-Filling-Station,CZ,null,null,null,0,Trading,null,null,Europe/Prague,0074c1ff-ca17-49e3-a8c1-9ca953e43ab2,494ac656-a2d0-4b9f-8222-231a2f27f9ad
3093,6b3e5be8-7d1d-43a6-a671-0483c8ecccc4,BARROW IN FURNESS,BARROW IN FURNESS,Click-And-Collect,GB,ENG,54.112273,-3.235005,0,Trading,Integrated,null,Europe/London,280330c7-4bc9-4907-bb9d-cc3187f7b036,d351e17c-ee38-44af-8c2e-369f27b62be6
3097,275c3018-da44-49d5-8a75-60b5ab9e70b6,Coventry Cross Point Extra,Coventry Cross Point Extra,Store,GB,ENG,52.43377,-1.43282,5168,Trading,Extra,Extra,Europe/London,3532152b-0a8a-47c9-9bc2-4f5323efc69a,null
3101,880237c6-4616-41db-9e80-05166149b553,Hengoed Ystrad Mynach Superstore - Grocery Collection,Hengoed Ystrad Mynach Superstore - Grocery Collection,Grocery-Collection,GB,WLS,51.64299,-3.22954,0,Trading,null,null,Europe/London,1acb0d58-8a5b-4f1b-ad4f-94e3c19fe067,cab69698-bbe9-4320-b899-80da71617164
3105,9bd49816-7ab9-40f0-9554-1a8a991d7216,Fulbourn Cherry Hinton Superstore - Scan as you Shop,Fulbourn Cherry Hinton Superstore - Scan as you Shop,Scan-as-you-Shop,GB,ENG,52.18686,0.1881,0,Trading,null,null,Europe/London,c8b7a187-07ff-4bec-8455-c9ec20f83f26,7bb15aa3-a229-46f0-ad2c-ba6f420541f5
3109,2e8f04db-e1e2-4e47-851f-1b95971de695,Neston Express,Neston Express,Store,GB,ENG,53.28976,-3.06417,4421,Trading,Express,Express Standalone,Europe/London,a658c24a-9a17-4750-99b6-e27936d5a1a2,null
3113,7247dbd9-7712-496a-bafa-808e38e03cd1,Cregiau Express - Post Office,Cregiau Express - Post Office,Post-Office,GB,WLS,51.52493,-3.32527,0,Trading,null,null,Europe/London,707eebc1-69a4-472f-a8ce-cc0cb908fbce,2940361c-fb12-4119-b645-e5fec6b7b173
3117,6158fbb8-45d8-45a1-8a9e-857c896b7bae,"Froghall Road, Stoke on Trent","Froghall Road, Stoke on Trent",One-Stop,GB,ENG,53.04662131,-1.970633326,0,Trading,Grocery/Eat Later,null,Europe/London,d37d631f-c542-488f-b780-5fcd3d967566,null
3121,fad4e4aa-91bd-4494-bec7-ea2e030afa81,Inverness Inshes Extra - Clothing Range,Inverness Inshes Extra - Clothing Range,Clothing-Range,GB,SCT,57.47042,-4.18943,0,Trading,null,null,Europe/London,5ff8d397-fad5-4ed1-8cbf-95583276e386,14328b66-3505-446b-9777-bbe08b335e6e
3125,22fb21a2-aa50-4545-b0b6-b7e808ac164b,Grantham Express,Grantham Express,Store,GB,ENG,52.91432,-0.66597,2673,Trading,Express,Express Standalone,Europe/London,ef8e7220-77b3-4d75-8cd6-6d3a9c7f4559,null
3129,99c27ff7-c196-4b70-b8e8-411cfd9a96cb,Bellshill Extra - NHS Workers Priority Time,Bellshill Extra - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,SCT,55.81993,-4.02119,0,Closed,null,null,Europe/London,a799b075-1d31-4579-b5e0-58e198398605,37c0b10e-fc37-4b1f-8777-497f922044a2
3133,93749a96-819b-4232-a9b9-7a774493d841,Till Bengaluru Retail Lab #17,Till Bengaluru Retail Lab #17,Store,GB,ENG,null,null,9737,Trading,Express,null,Europe/London,null,null
3137,2edd401b-9d35-4954-8dd9-ab3bd2468a9d,Bishop's Stortford Superstore - Tesco Mobile Shop,Bishop's Stortford Superstore - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,51.87507,0.13544,0,Trading,null,null,Europe/London,ad2f3279-5aaa-4f45-8321-fda6358094d9,23a6ac36-4dce-4be1-9f24-449a4bbfa4f3
3141,50f1acd3-11fc-45bf-91b1-ddb7e6768875,Broadstairs Extra - Tech Support,Broadstairs Extra - Tech Support,Tech-Support,GB,ENG,51.35895,1.39998,0,Trading,null,null,Europe/London,c1c0518f-6307-42d7-9dd8-83df7ef173a1,abc0a45b-f9bd-467a-b335-02d6bfe2c07f
3145,aa47a795-b846-4f39-b8dc-ac9aede9ff29,Galashiels Extra - Elderly And Vulnerable Priority Time,Galashiels Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,SCT,55.61493,-2.80469,0,Closed,null,null,Europe/London,72737ec1-3865-4720-ba3d-6b98d7cec6a4,7d657234-7d46-49c2-a47e-dcd5df949d35
3149,f907135a-1021-4560-893e-c491657735de,Wigan Extra - Vision Express,Wigan Extra - Vision Express,Vision-Express,GB,ENG,53.55125,-2.62527,0,Trading,null,null,Europe/London,42e38489-6ae1-4f59-9844-88ce176a5948,6bbe02b1-a09b-42b9-87d7-7605025175e4
3153,04cc7987-2bc3-4778-b98e-3a571b7f6dfe,LICHFIELD TEMP,LICHFIELD TEMP,Store,GB,ENG,null,null,6942,Closed,null,Superstore,Europe/London,6346c69d-8690-409e-867d-cd127eb76470,null
3157,4bf455eb-2d74-447f-bf12-41d87f4b79e0,Bellshill Extra - Clothing Collection,Bellshill Extra - Clothing Collection,Clothing-Collection,GB,SCT,55.81993,-4.02119,0,Trading,null,null,Europe/London,a799b075-1d31-4579-b5e0-58e198398605,37c0b10e-fc37-4b1f-8777-497f922044a2
3161,2fc1025b-d200-4d5a-b97d-2ba95f1edbf1,Meopham Express,Meopham Express,Store,GB,ENG,51.37614,0.36126,4387,Trading,Express,Express Standalone,Europe/London,b04e81cb-1ec5-4379-b080-5af726676a84,null
3165,a4cdb6b7-457e-45e0-809d-0b57448cf39c,WELLINGBOROUGH 2,WELLINGBOROUGH 2,Store,GB,ENG,null,null,3375,Closed,null,null,Europe/London,5db7db5c-a0e4-4c8f-9608-30a67a03fb1a,null
3169,771ec778-f279-4161-99e0-bc0196844f25,SUNNINGDALE EXP,SUNNINGDALE EXP,Store,GB,SCT,null,null,5722,Development,null,Esso Express,Europe/London,9b0577b9-33e0-40d4-abb9-a1c89861ac4d,null
3173,a466884d-5c44-4c73-9977-b1a051c042af,Cavan Superstore - Clothing Collection,Cavan Superstore - Clothing Collection,Clothing-Collection,IE,IE,53.991258,-7.359107,0,Closed,null,null,Europe/Dublin,68093aee-907d-45b0-825b-d2f680f2cb57,b8dc3fd1-d809-4ad8-af84-b4c4acad9f89
3177,f0e38613-2343-4b9f-9df8-50175ff60c30,Salford Extra - Hand Car Wash,Salford Extra - Hand Car Wash,Hand-Car-Wash,GB,ENG,53.48979,-2.29033,0,Trading,null,null,Europe/London,3d9708db-c0d0-4c9f-b31f-7bf7a0690c53,ed98fef5-9f71-452f-adce-8fbdf556c197
3181,aa5c416a-a232-4124-b606-263481cdf1e4,Buckingham Superstore - Meat,Buckingham Superstore - Meat,Meat,GB,ENG,51.98931,-0.98129,0,Trading,null,null,Europe/London,b611fe08-268c-4d86-b043-65275960f618,85feabb2-bf89-4c23-b6ee-5a70ee687c9f
3185,5483f946-81e5-487d-b35b-2e4b2c913ae8,BALLYGOMARTIN,BALLYGOMARTIN,Store,GB,NIR,null,null,2051,Closed,null,Superstore,Europe/London,6100185c-1ccf-4f25-93cc-094433f8127f,null
3189,1e647968-2197-4497-8a32-fd90c502c55f,Lincoln Extra - Cafe,Lincoln Extra - Cafe,Cafe,GB,ENG,53.24006,-0.51557,0,Trading,null,null,Europe/London,98b8c19b-5d6e-4801-98e8-e12a46edb6be,b7442434-d757-4f96-a2fe-0c9e4296b31b
3193,def4190c-5d40-48c1-9791-2fbccd14bb8c,Tesco Pension Investment,Tesco Pension Investment,Office,GB,ENG,51.52,-0.0877,0,Closed,null,null,Europe/London,e6412a60-093a-443f-927c-72773df22a23,null
3197,d9ba5131-1e9d-43d2-a96c-61cb5cf7d7a1,Clitheroe Superstore - Hot Deli,Clitheroe Superstore - Hot Deli,Hot-Deli,GB,ENG,53.87285,-2.38828,0,Trading,null,null,Europe/London,c83ea31a-54f0-4fff-b358-91b65d904f87,19d1b20b-0f25-4825-92a0-83910de1be57
3201,b5e833de-619e-4e08-83b0-7cd7423a2bce,Leyland Extra - Grocery Collection,Leyland Extra - Grocery Collection,Grocery-Collection,GB,ENG,53.69014,-2.69687,0,Trading,null,null,Europe/London,8b1a34ab-b781-48c8-be9e-3ff70ae2c54b,cc3c4636-3ec8-4c9f-81f3-78c088b99eed
3205,59c7a856-db4a-4cf2-b5c3-edef95188b61,Sheffield Southey Metro - Elderly And Vulnerable Priority Time,Sheffield Southey Metro - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,53.41279,-1.47153,0,Closed,null,null,Europe/London,ce43aee6-f379-46fb-badd-66e8c01a0fbf,e666e85c-d812-4334-a009-a9e180452f66
3209,4553e54d-9574-4d0b-a878-4b09992f4586,Southam Superstore - NHS Workers Priority Time,Southam Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,52.24859,-1.40063,0,Closed,null,null,Europe/London,2aaff95b-2a23-4208-afa3-2346eabf0f67,9415f962-f072-4e05-b4f0-278d1a13b5c8
3213,3227faac-cb53-4c70-8c25-b79596598bb1,Lucan Superstore Mobile phone required,Lucan Superstore Mobile phone required,Click-And-Collect,IE,IE,53.352801,-6.459941,0,Trading,Kerbside,null,Europe/Dublin,f3b479e6-af1a-4f9e-b4a0-fa6aad1aac1a,b11b252a-9c3a-4add-944b-b60d734dca05
3217,3461805a-6c4d-44f4-8de2-70c0df819ffe,Oxford Superstore - Cold Deli,Oxford Superstore - Cold Deli,Cold-Deli,GB,ENG,51.72664,-1.20289,0,Closed,null,null,Europe/London,ba62986b-6886-43e8-9df7-30d954febc18,d5304e00-ee6a-4415-93f4-684d5f913b3a
3221,8115c8a9-3df0-4941-806d-2f7bf7a29642,Port Talbot East Bank temporary,Port Talbot East Bank temporary,Click-And-Collect,GB,WLS,51.597298,-3.781531,0,Closed,null,null,Europe/London,149a39b3-c143-473d-a70f-072c1a39bf85,712706a7-d315-4984-999d-1559e7799aa1
3225,915df086-e007-464f-8957-658c06db7dcd,Wilmslow Handforth Extra - Scan as you Shop,Wilmslow Handforth Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,53.34953,-2.20594,0,Trading,null,null,Europe/London,405895ee-56ac-405b-9fbd-60afaf98409b,7c736ddb-7d60-4727-adb1-e4edb6fb52b0
3229,1b18fe76-6270-4c3e-852c-fcfd5efa77ba,Clevedon Superstore,Clevedon Superstore,Store,GB,ENG,51.42836,-2.85462,2288,Trading,Superstore,Superstore,Europe/London,a495be76-780f-4e89-8c4f-e28a233abbe2,null
3233,a1b5dc56-1114-4cfa-99cd-bddf38bde3a3,Altrincham Extra - Cold Deli,Altrincham Extra - Cold Deli,Cold-Deli,GB,ENG,53.38545,-2.34738,0,Closed,null,null,Europe/London,a5824567-a813-407c-bcc0-6e8ed214908a,23e0eaaa-7d4a-448d-9c09-d585987bef16
3237,a3456ff8-e0c9-4d13-a309-2e32183b7f44,HOUNSLOW WHTTN RD EXP,HOUNSLOW WHTTN RD EXP,Store,GB,ENG,null,null,6892,Development,null,Express Standalone,Europe/London,a2cc2ad6-c09b-4c5a-9ce1-f072ae7aa175,null
3241,e0608d4a-3d9b-47fc-a279-c06faa3e7a35,Northampton Metro,Northampton Metro,Store,GB,ENG,52.23823,-0.89287,6448,Trading,Metro,Metro Badged,Europe/London,433b1be3-3829-42c4-b9f4-413df079c701,null
3245,9eb080ba-944d-4fb2-949e-cec8df66311c,Wigan Hindley Extra - Hand Car Wash,Wigan Hindley Extra - Hand Car Wash,Hand-Car-Wash,GB,ENG,53.53625,-2.57925,0,Trading,null,null,Europe/London,0d0f2e96-eb1e-4711-8f2b-06f02f3e3db3,71319efe-b555-4a38-827e-a10c7da8b067
3249,fb687d13-9a05-4916-a257-406bfd376079,One Stop Bidford-on-Avon,One Stop Bidford-on-Avon,One-Stop,GB,ENG,52.164664,-1.85572,0,Trading,Neighbourhood Top Up,null,Europe/London,bc3bda1c-7254-4e82-86fa-fe18667541ea,null
3253,2f78130b-dc0a-410d-8450-1813204fa37e,PFS - Ostrava Trebovice,PFS - Ostrava Trebovice,Petrol-Filling-Station,CZ,null,null,null,0,Trading,null,null,Europe/Prague,095030b0-844c-48e4-b7b7-78959d61bbe3,a9f05089-a63f-447c-8d0a-2c778ef4bc04
3257,232501f0-5494-493e-80df-6794f96e215d,Aldershot Superstore - Clothing Collection,Aldershot Superstore - Clothing Collection,Clothing-Collection,GB,ENG,51.25089,-0.77527,0,Closed,null,null,Europe/London,0f28a6d5-166b-4b05-8815-07f4fb70bd5f,cb337a53-d1ee-4b86-9798-d1c1af0f0df5
3261,9ef31991-317a-4d5c-a734-efe3dc44a1b5,Cleethorpes Extra - Scan as you Shop,Cleethorpes Extra - Scan as you Shop,Scan-as-you-Shop,GB,ENG,53.53916,-0.04534,0,Trading,null,null,Europe/London,64d59393-cd5d-4da6-80d9-a282660f46b2,a2af0aed-7378-4100-a430-67430beb83df
3265,38849142-236a-4657-9e33-72ec18522d46,Coatbridge Smart Phone Required for Collection,Coatbridge Smart Phone Required for Collection,Click-And-Collect,GB,SCT,55.85765,-4.02287,0,Trading,Kerbside,null,Europe/London,3aede7fd-c9f8-41fd-b54a-204991772593,5066e9fa-f738-4959-b8ac-5f564f14e2a1
3269,788b0b1a-d076-4e17-895a-67f487388c98,MARCH,MARCH,Store,GB,ENG,null,null,2897,Closed,null,Superstore,Europe/London,c1d6fcac-6aff-4d0f-9005-135529e66111,null
3273,72f14cc1-2c7d-4462-b845-02a655898a7f,Salford Extra - Tech Support,Salford Extra - Tech Support,Tech-Support,GB,ENG,53.48979,-2.29033,0,Trading,null,null,Europe/London,3d9708db-c0d0-4c9f-b31f-7bf7a0690c53,ed98fef5-9f71-452f-adce-8fbdf556c197
3277,737c94c6-71c2-4c0d-87c3-6d4c70393704,Canons Express,Canons Express,Store,GB,ENG,51.44991,-2.60289,6138,Trading,Express,Express Standalone,Europe/London,1f204433-2df8-400e-8b3a-aea21326eda4,null
3281,24c4eb4a-e077-448b-b8e4-2ee7181aa0e4,OroshÃ¡za,OroshÃ¡za,Store,HU,null,46.5508804,20.6501293,0,Trading,Hipermarket,null,Europe/Budapest,9245b48a-0b32-433b-ac89-610be7fe0689,null
3285,2d363011-d92d-4b74-8d30-ae45b60084db,MELTON MOWBRAY,MELTON MOWBRAY,Store,GB,ENG,null,null,2881,Closed,null,null,Europe/London,9921d96d-ab55-409a-a14d-9e51802f2fe6,null
3289,f28cf577-2227-42b4-b6bc-0e093f984bb9,Queens Rd Peckham Express,Queens Rd Peckham Express,Store,GB,ENG,51.47354,-0.05712,6044,Trading,Express,Express Standalone,Europe/London,12257724-d4eb-4642-b992-0b3d0e026869,null
3293,1ab1a12b-7589-4dfb-957e-9767dba7738b,Gloucester Superstore,Gloucester Superstore,Click-And-Collect,GB,ENG,51.871457,-2.249612,0,Trading,Store to Store,null,Europe/London,d97fc243-3a5c-4803-8f3f-f75421b522ff,cb6a5e2d-98ad-4fc0-95d7-01b57a5c3a5f
3297,082969d0-bc0c-4cfa-8f61-90534c48e606,Gosport Superstore - Hand Car Wash,Gosport Superstore - Hand Car Wash,Hand-Car-Wash,GB,ENG,50.80243,-1.16692,0,Trading,null,null,Europe/London,bde35471-5508-4c76-ab64-3533353e790c,ccc45ae3-b747-44df-8fbd-1e2e987b847c
3301,0109da9e-87ef-477b-8331-3f2f95a945ac,Greystones Superstore Mobile phone required,Greystones Superstore Mobile phone required,Click-And-Collect,IE,IE,53.144744,-6.076999,0,Trading,Kerbside,null,Europe/Dublin,1def33b3-6dc7-4c44-8198-617c8c00e287,23e00f89-6b11-4a20-9ba9-8436115aab93
3305,3acfeaf0-70a3-4bbd-82a9-7b6771f79234,CRAIGAVON EXTRA,CRAIGAVON EXTRA,Click-And-Collect,GB,NIR,54.445996,-6.391091,0,Trading,Pod,null,Europe/London,620a5ba8-12b4-42ee-8c37-4af9b01d3f48,5312a9fa-3d8d-467b-8edb-8f962d634413
3309,796b1f4a-5453-4c16-89c2-6b50b619596f,Ryde Extra - Cold Deli,Ryde Extra - Cold Deli,Cold-Deli,GB,ENG,50.71089,-1.14316,0,Closed,null,null,Europe/London,b50203a4-87e2-48f1-9a22-d4ab757ebe81,c5a24fba-8b3c-479a-b2c5-3e871ef1c6f2
3313,d39d10eb-3508-4d48-a035-99da846410c0,Newark New Ollerton Superstore - Scan as you Shop,Newark New Ollerton Superstore - Scan as you Shop,Scan-as-you-Shop,GB,ENG,53.20242,-1.00842,0,Trading,null,null,Europe/London,83d0ed44-858c-4a78-92a2-afa770eaf822,277ba12c-770b-4e26-a316-ce31f90ce16c
3317,4bff5ec4-a288-49fd-8055-519d93a03303,One Stop Yateley,One Stop Yateley,One-Stop,GB,ENG,51.341948,-0.829121,0,Trading,Neighbourhood Top Up,null,Europe/London,7dc9b53c-e954-404a-948f-11e4441669d6,null
3321,98bd663c-87b8-4d0c-a11f-be93410934ac,Lakeside Extra - Cold Deli,Lakeside Extra - Cold Deli,Cold-Deli,GB,ENG,51.48899,0.27565,0,Closed,null,null,Europe/London,6abd241f-c91e-4a1e-964a-f2483101c638,af379b13-9b97-4b1c-b345-c1214a3e2f42
3325,f99427bf-ecc6-4dcb-8a99-054dbc55c232,Culverhouse Cross Extra - Pharmacy,Culverhouse Cross Extra - Pharmacy,Pharmacy,GB,WLS,51.46713,-3.27492,0,Trading,null,null,Europe/London,5662623e-3bdb-41d4-9a9b-632ae13b53ca,56bc5ad0-84f0-4b75-9db1-bedb3a376396
3329,4f400489-f191-4c65-8d24-343262e63668,UFC SC,UFC SC,Urban-Fulfillment-Centre,GB,WLS,51.650774,-3.9871508,4664,Development,null,Dotcom,Europe/London,c5778c2f-d648-4db0-a26f-83df90d8c22e,0966204f-5d9b-41de-aba8-187ca997aba7
3333,4ccba756-a21f-4873-91ed-3f1fdfad3d29,Colney Hatch Extra - Fish,Colney Hatch Extra - Fish,Fish,GB,ENG,51.60719,-0.1547,0,Trading,null,null,Europe/London,4d5a6d71-fc12-4a26-a80d-274de883e5dd,b4c909d0-2b94-4cd2-8fea-8298e757d530
3337,db4f97d5-17ff-4a86-ac56-cf687f5df05e,Budapest Csillaghegyi,Budapest Csillaghegyi,Store,HU,null,47.5859108,19.0453606,0,Trading,Szupermarket,null,Europe/Budapest,113501a8-f080-43c2-b852-7f15a236a60e,null
3341,33597019-271e-4110-a23f-0ec7f5de80db,Slough Extra - Vision Express,Slough Extra - Vision Express,Vision-Express,GB,ENG,51.51055,-0.59072,0,Trading,null,null,Europe/London,d051b570-a7bf-493b-bbc1-a8aebf71d2e8,7ec779c2-c049-42b5-881d-37a903e016c5
3345,23653946-5c11-49ad-8378-289655bd624f,Camborne Superstore - Petrol Filling Station,Camborne Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,50.21487,-5.29186,3908,Trading,null,Petrol Station,Europe/London,840e7215-e28f-4e35-a130-ceab6539f397,c1ed2f06-416c-45fa-a6b6-73fb0a4e205a
3349,a6f83046-ad34-4440-8d27-382146125d2e,Szentes PFS,Szentes PFS,Petrol-Filling-Station,HU,null,null,null,0,Closed,null,null,Europe/Budapest,7e2598f7-f927-4d38-b444-bf6efbfdf395,null
3353,2bad8e84-a229-42cc-a5f6-edac81f2b4b8,Aberdeen Woodend Superstore - Elderly And Vulnerable Priority Time,Aberdeen Woodend Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,SCT,57.15011,-2.17113,0,Closed,null,null,Europe/London,525c7536-55d4-4003-8d59-3f5be09f8dc2,91e16ac8-dc6a-4a8d-8872-24cfbdaf275c
3357,f6258064-56ae-40b0-afe1-53a88b456936,Penicuik Superstore - Petrol Filling Station,Penicuik Superstore - Petrol Filling Station,Petrol-Filling-Station,GB,SCT,55.83529,-3.22007,4212,Trading,null,Petrol Station,Europe/London,0b16a5cb-0a56-402f-b4c1-cb0c43cf468a,eb422966-b586-4e4f-b1b0-beb663944fa7
3361,684f1de8-27cd-40ce-97e1-58e1606cb492,PPE LR/Tescotill programme,PPE LR/Tescotill programme,Store,GB,ENG,null,null,9773,Trading,null,null,Europe/London,null,null
3365,82185856-4150-4b57-9528-ee818a947d8e,Maidstone Tovil Superstore,Maidstone Tovil Superstore,Click-And-Collect,GB,ENG,51.261287,0.510178,0,Closed,null,null,Europe/London,e2e8e9b9-7b1e-4440-a52c-15e1afd2f10c,8d72afa9-3f2e-4b23-9c6a-9f0d842833ab
3369,0300740a-cadf-4c5b-a36e-8388d9049a0b,Chester Weston Express,Chester Weston Express,Store,GB,ENG,53.21459,-2.88001,6540,Trading,Express,Express Standalone,Europe/London,1b1f2308-face-46a7-bdfe-6f05c39630d8,null
3373,13bbf2c1-1a5c-4df0-a8b0-a05591e17805,Worksop Gateford Rd Superstore - Fish,Worksop Gateford Rd Superstore - Fish,Fish,GB,ENG,53.3151,-1.13232,0,Trading,null,null,Europe/London,63794754-4ad2-485a-894a-541a378a9ded,9c720ee4-b43b-4628-8d70-e3963ba24731
3377,a2c62d35-ea87-4bde-8315-bb6c99ded0d0,"Hough Lane, Bramley","Hough Lane, Bramley",One-Stop,GB,ENG,53.80858487,-1.632303642,0,Trading,Grocery/Eat Later,null,Europe/London,df2d2ce5-e354-4bde-b35c-a3f93bcfda9f,null
3381,ea622041-09bb-4ea1-9c82-23cda06b4fed,BEDFONT EXPRESS,BEDFONT EXPRESS,Store,GB,ENG,null,null,2184,Abandoned,null,Express,Europe/London,8cf3c2be-f4be-4c4d-a6dc-02d82cd8aa8d,null
3385,2900c92b-61aa-4e38-bc44-89eacee81709,Bellshill Extra - Cafe,Bellshill Extra - Cafe,Cafe,GB,SCT,55.81993,-4.02119,0,Trading,null,null,Europe/London,a799b075-1d31-4579-b5e0-58e198398605,37c0b10e-fc37-4b1f-8777-497f922044a2
3389,7cfcd57c-9189-4967-9863-8c8856f9b588,Newbridge Superstore,Newbridge Superstore,Click-And-Collect,IE,IE,53.173246,-6.806637,0,Closed,null,null,Europe/Dublin,d525ff39-6bee-433f-a5d3-a83f79f048b0,6e31d522-3ef2-4bc4-93b8-352e58a82d5f
3393,30e51b88-22d2-4c54-85da-13e8dd034815,MARYPORT EXP,MARYPORT EXP,Store,GB,ENG,null,null,4800,Trading,null,null,Europe/London,null,null
3397,2cd001c4-61f6-425a-a86b-6e88fa36ea9b,Walkden Extra - Elderly And Vulnerable Priority Time,Walkden Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,53.52593,-2.40107,0,Closed,null,null,Europe/London,bdbcbb51-fced-4aae-b0cb-0b11c9a094cc,750f5bd0-eb2a-468a-b94a-8c37a2f13974
